ID_TAREFA,PRIORIDADE,DIFICULDADE,HORAS_PROD_MED,NIVEL_FOCO_MED,ESTRESSE_MED,HORAS_DORMIDAS_MED,SATISFACAO_MED,CARGA_TRABALHO_MED,TEMPO_CONCLUSAO_DIAS,ATRASO
708,baixa,3.7,8.3,6.9,7.0,6.3,8.1,9.0,1.93,0
709,alta,3.0,7.4,7.2,7.6,8.0,4.6,7.5,2.52,0
710,média,4.8,9.0,7.4,7.2,6.4,7.8,4.0,2.92,1
711,baixa,6.5,7.3,7.4,3.4,8.4,4.7,6.8,1.37,0
712,média,1.1,7.3,8.3,4.3,8.2,6.4,6.4,0.89,0
713,baixa,7.7,7.0,7.2,6.7,7.6,6.6,6.4,2.87,1
714,média,8.5,7.7,7.4,6.6,5.9,8.8,5.4,6.97,1
715,média,6.5,9.0,6.3,6.9,8.8,7.7,7.4,2.52,0
716,média,2.6,4.0,7.7,4.5,7.4,7.2,6.2,2.9,0
717,alta,1.5,7.4,7.5,6.7,7.3,4.2,4.0,5.37,1
718,baixa,1.9,5.0,6.6,5.4,8.6,3.0,9.0,0.5,0
719,alta,9.5,5.5,8.5,6.2,7.1,6.8,6.7,7.45,1
720,média,5.6,7.0,7.1,4.2,8.0,7.2,7.5,0.69,0
721,média,6.4,5.2,8.3,3.4,7.5,8.3,5.2,1.55,0
722,média,4.9,7.9,8.5,5.8,7.7,6.5,8.6,1.21,0
723,baixa,3.4,7.3,7.2,4.5,8.0,8.9,4.2,0.9,0
724,média,7.8,7.1,6.2,1.4,6.4,6.3,5.8,1.13,1
725,média,4.8,4.8,8.3,6.5,7.6,6.0,6.2,2.95,0
726,baixa,8.1,3.0,8.5,2.5,5.0,9.1,4.1,2.45,0
727,média,7.0,7.6,8.5,4.8,7.0,5.5,4.3,2.93,0
728,média,8.4,7.8,7.0,4.4,9.0,8.9,8.2,7.87,0
729,baixa,2.2,6.5,8.3,5.2,6.3,6.5,5.7,0.54,0
730,baixa,4.6,6.5,7.7,4.5,6.9,6.3,5.3,0.5,0
731,alta,5.5,7.9,8.0,2.3,9.0,8.5,6.8,6.58,1
732,baixa,2.5,6.7,7.9,8.6,8.8,5.8,6.2,2.16,0
733,alta,8.7,7.7,8.3,2.8,8.6,7.4,8.4,2.86,0
734,média,2.8,9.0,6.8,5.6,7.0,7.4,7.5,1.36,0
735,média,7.9,6.6,8.3,5.4,7.5,6.1,4.5,6.5,1
736,alta,5.6,6.3,8.6,5.9,6.3,6.2,5.7,6.42,0
737,alta,2.7,5.7,8.2,6.1,6.9,10.0,6.4,0.5,1
738,alta,3.2,6.0,6.3,5.1,6.1,6.3,7.5,5.11,1
739,média,2.6,7.7,7.6,6.6,7.4,8.7,8.7,3.39,0
740,baixa,1.7,5.8,8.7,4.7,5.0,7.9,7.7,0.79,0
741,média,4.9,7.4,7.8,3.9,6.5,7.9,4.7,2.87,0
742,média,2.2,9.0,8.1,9.5,5.9,5.8,7.9,3.33,1
743,média,8.2,7.7,8.4,6.1,7.6,7.3,6.1,3.52,0
744,baixa,9.1,7.4,8.9,9.5,7.8,8.4,6.3,1.74,0
745,baixa,7.0,9.0,8.5,5.8,7.6,8.6,8.7,1.93,0
746,média,5.8,6.3,7.3,4.5,6.1,6.9,6.4,1.75,0
747,alta,2.0,7.0,7.8,4.5,7.6,6.9,4.6,3.45,0
748,baixa,9.2,5.5,8.7,2.0,8.3,7.5,7.8,1.85,0
749,média,4.1,5.1,6.8,7.6,8.0,8.7,8.0,3.66,1
750,baixa,8.4,7.2,6.1,6.3,6.5,10.0,7.2,3.39,1
751,baixa,4.6,6.3,8.3,6.3,7.1,6.7,7.7,1.05,0
752,alta,4.1,6.9,6.8,3.9,9.0,7.5,8.0,3.45,0
753,baixa,2.9,3.5,6.5,5.3,6.2,4.1,7.7,0.5,0
754,baixa,9.1,7.0,7.5,8.0,7.8,6.8,5.4,1.44,0
755,baixa,1.5,7.5,6.7,1.8,6.0,6.9,7.2,0.5,1
756,baixa,1.3,7.0,9.0,4.7,5.7,7.0,7.9,0.5,0
757,alta,3.0,5.7,7.4,2.9,8.7,6.3,6.4,0.5,0
758,baixa,3.1,6.8,8.1,5.1,7.4,4.6,9.0,0.5,0
759,alta,5.0,5.5,6.8,4.6,7.0,8.7,5.1,6.78,0
760,média,5.2,5.2,8.4,4.9,8.3,4.7,6.5,3.73,0
761,média,10.0,6.7,6.7,8.3,7.6,7.0,5.5,5.76,1
762,baixa,2.3,5.6,5.9,5.2,5.9,8.6,6.1,1.55,1
763,baixa,4.4,7.0,7.0,1.8,6.5,7.2,7.6,1.2,0
764,baixa,8.1,9.0,7.2,4.6,8.0,10.0,8.0,1.03,0
765,baixa,4.4,9.0,8.6,5.1,8.4,3.7,6.1,0.99,0
766,média,5.5,6.4,7.6,1.4,7.3,5.8,6.9,2.43,0
767,média,4.5,7.6,8.0,4.9,5.7,8.4,8.3,2.13,0
768,baixa,3.7,7.5,8.0,4.6,7.1,8.8,8.8,1.65,0
769,baixa,2.7,6.0,7.4,5.8,8.2,7.7,7.4,1.57,0
770,baixa,2.6,9.0,8.9,7.3,8.3,6.2,5.1,0.5,0
771,baixa,5.2,9.0,5.7,7.5,7.6,5.9,8.0,1.15,0
772,média,4.7,5.2,8.6,3.1,7.2,5.9,7.6,1.48,0
773,média,1.1,9.0,6.9,4.4,9.0,5.4,4.0,2.06,0
774,baixa,5.8,5.3,8.4,3.5,7.3,7.6,4.0,0.7,0
775,baixa,7.0,9.0,7.9,4.4,5.8,5.7,9.0,1.23,0
776,média,4.4,6.4,8.4,3.6,7.4,6.7,7.2,2.64,1
777,média,5.3,6.5,7.3,1.9,7.5,7.4,5.2,1.63,0
778,média,4.3,6.9,7.9,1.0,6.9,5.4,8.0,3.03,0
779,alta,5.0,9.0,7.8,2.9,8.2,5.4,5.9,1.61,0
780,média,3.2,7.1,9.9,7.3,7.8,8.1,9.0,2.12,0
781,alta,1.8,7.1,7.5,2.4,8.4,8.3,8.4,7.18,0
782,baixa,3.4,6.3,7.4,4.2,6.3,7.2,7.3,0.89,1
783,alta,3.4,5.7,6.2,9.2,6.2,5.4,5.0,4.92,0
784,média,4.3,7.2,9.3,6.4,6.7,8.5,6.4,4.29,1
785,média,7.4,7.4,7.6,2.8,8.7,9.0,6.4,5.5,1
786,baixa,9.8,6.5,6.3,7.4,8.7,6.9,9.0,2.89,0
787,baixa,5.7,5.3,8.3,5.7,7.1,8.0,6.2,2.7,0
788,alta,9.2,7.4,8.0,1.5,7.9,8.9,6.9,8.03,1
789,alta,4.3,6.1,7.7,4.4,6.0,7.0,6.0,2.48,0
790,média,7.4,7.5,7.5,7.3,7.9,4.3,4.4,4.65,1
791,baixa,8.2,7.5,7.9,1.0,7.9,6.9,6.0,1.83,0
792,alta,2.6,6.7,7.7,7.3,7.2,8.2,5.2,2.21,1
793,média,2.3,8.0,7.5,1.1,6.9,4.6,8.7,1.5,0
794,baixa,5.2,6.2,7.9,5.5,6.7,5.7,6.0,2.15,0
795,média,6.5,5.3,7.2,6.2,7.8,6.1,6.3,4.31,0
796,média,6.2,6.5,6.8,1.0,7.6,7.9,7.9,0.68,0
797,alta,6.0,6.0,6.1,6.2,8.8,5.7,6.3,5.61,1
798,baixa,1.7,6.0,8.1,8.6,6.8,9.1,6.0,1.76,0
799,média,9.7,9.0,7.1,3.0,8.3,7.1,8.9,2.5,0
800,média,2.0,6.9,7.5,3.7,8.7,7.5,7.0,1.63,0
801,média,4.4,9.0,8.3,5.7,7.7,6.7,8.9,1.56,0
802,baixa,3.1,9.0,6.7,7.6,7.3,7.4,7.3,1.85,1
803,baixa,2.2,6.4,8.0,4.6,5.1,7.1,7.6,1.42,0
804,média,4.8,8.5,7.2,3.5,7.8,7.0,8.5,1.45,0
805,média,2.8,7.8,8.4,3.1,5.4,5.7,6.8,1.84,0
806,alta,1.4,6.3,7.0,1.1,6.0,6.5,7.3,0.5,0
807,baixa,9.3,9.0,7.5,5.7,8.2,6.9,8.1,2.53,0
808,baixa,3.0,7.7,8.6,5.2,5.9,7.9,4.3,0.5,0
809,baixa,9.3,8.4,8.0,4.2,7.5,7.1,7.3,1.1,0
810,média,9.7,7.3,7.8,3.2,6.5,6.8,6.3,5.96,0
811,média,2.8,6.2,6.1,7.9,6.1,7.5,8.6,3.74,0
812,média,1.3,8.9,7.0,6.3,5.8,7.6,6.1,0.5,0
813,média,6.5,6.7,6.0,3.7,7.9,6.4,5.7,6.02,0
814,baixa,9.4,8.4,6.4,3.7,6.6,7.4,7.0,3.32,0
815,baixa,5.4,6.3,7.5,5.0,7.8,7.6,5.1,0.95,1
816,baixa,2.7,7.7,8.2,5.4,8.0,8.4,7.0,1.12,0
817,baixa,2.4,6.7,8.1,6.9,8.5,5.3,6.7,0.67,0
818,baixa,1.6,9.0,5.3,7.3,8.7,6.4,8.2,2.66,0
819,média,3.9,7.0,7.8,4.2,6.7,7.2,7.6,3.62,0
820,média,6.3,6.6,7.5,2.9,7.6,8.0,7.4,4.06,0
821,baixa,4.3,7.8,7.2,6.7,6.4,10.0,7.3,2.28,1
822,média,2.4,7.9,9.7,1.4,5.0,4.9,7.5,4.12,1
823,baixa,8.5,7.5,8.6,2.5,7.6,7.8,6.5,2.83,0
824,baixa,5.6,6.6,7.2,4.4,6.3,6.5,6.5,0.5,0
825,alta,8.0,7.7,7.0,5.4,6.4,4.4,6.0,6.32,1
826,baixa,1.2,5.7,5.9,4.3,8.0,4.9,5.9,0.85,0
827,baixa,8.1,4.0,7.2,4.9,5.6,5.8,6.7,2.28,0
828,baixa,9.0,7.5,6.6,7.2,7.0,6.3,5.5,2.98,0
829,alta,5.6,6.7,9.3,6.4,7.6,4.7,5.1,5.21,1
830,alta,3.3,5.3,7.0,6.9,6.3,5.3,6.8,5.34,1
831,média,5.5,5.1,8.3,4.7,7.1,5.8,6.2,4.34,0
832,alta,1.0,7.1,7.8,6.1,6.6,6.1,6.4,5.08,1
833,alta,9.0,5.8,6.0,6.5,6.8,4.8,6.9,5.78,1
834,média,2.6,6.2,6.9,3.3,6.6,7.0,9.0,3.42,0
835,baixa,8.9,6.4,8.0,1.6,5.8,5.6,9.0,1.18,0
836,média,2.3,7.0,7.9,4.3,8.6,9.1,6.4,1.2,0
837,média,3.0,7.3,7.3,7.6,5.3,5.9,7.6,0.9,0
838,baixa,4.2,6.2,6.9,4.1,7.8,8.2,4.4,0.5,0
839,média,2.1,7.6,7.3,6.6,6.4,8.5,6.3,3.77,1
840,baixa,6.1,8.8,8.0,5.2,6.7,4.8,7.2,0.74,0
841,baixa,1.2,8.8,7.8,7.5,7.4,7.8,5.8,0.5,1
842,alta,7.7,9.0,7.9,5.3,7.1,7.1,4.7,1.94,1
843,alta,9.7,4.9,9.6,2.2,7.2,6.3,4.0,4.41,0
844,baixa,4.2,4.8,7.4,4.0,6.0,6.0,6.9,1.49,0
845,média,4.4,7.2,7.3,3.4,9.0,8.9,4.0,2.68,1
846,média,6.7,6.1,4.9,4.8,6.1,5.1,4.1,4.53,0
847,média,1.0,3.0,7.1,4.8,6.5,6.3,4.8,1.67,0
848,média,7.2,6.7,7.5,6.0,6.2,5.9,7.9,2.72,0
849,alta,6.2,8.5,6.7,2.1,7.8,7.6,5.5,3.45,0
850,média,9.5,7.1,6.4,6.5,6.6,4.3,4.7,5.04,1
851,média,8.3,7.7,7.5,5.7,5.9,4.8,7.2,4.98,1
852,média,5.9,7.0,8.8,7.3,6.5,7.1,6.5,1.2,0
853,média,3.4,7.1,6.6,6.6,5.3,4.8,5.5,4.75,0
854,média,2.9,5.5,8.2,7.0,5.8,5.7,7.0,4.69,0
855,baixa,6.7,7.2,7.1,3.3,6.6,5.0,4.0,2.69,0
856,baixa,9.0,5.3,9.5,4.6,8.0,6.1,8.0,2.67,0
857,baixa,8.9,9.0,8.3,1.9,8.4,7.7,7.3,2.52,0
858,média,5.4,8.5,7.1,4.5,5.0,8.1,6.0,0.5,0
859,média,6.3,6.3,7.3,4.5,7.4,5.2,8.5,4.52,0
860,alta,9.7,9.0,8.2,4.3,7.0,7.4,5.7,8.02,1
861,média,8.7,7.9,7.9,2.4,7.9,6.0,5.8,3.16,0
862,baixa,3.2,9.0,7.3,1.7,5.2,3.0,6.7,0.5,0
863,média,4.2,6.3,6.5,6.2,8.2,4.6,7.9,4.31,0
864,baixa,6.7,7.3,7.6,6.1,9.0,7.9,7.1,2.81,1
865,baixa,1.1,7.0,6.5,8.5,8.1,7.7,6.5,0.7,1
866,baixa,7.4,5.4,9.4,6.6,6.8,7.6,6.9,3.5,1
867,média,2.2,8.4,6.4,7.4,7.1,6.8,6.7,3.85,0
868,alta,3.8,7.8,7.6,5.2,6.0,5.9,4.3,2.71,0
869,alta,9.7,7.0,7.1,2.6,6.5,6.9,8.4,6.29,0
870,média,5.2,9.0,7.3,6.9,7.9,6.4,6.6,2.04,0
871,baixa,8.1,8.4,7.5,7.5,6.6,7.4,6.5,3.26,0
872,alta,8.8,4.2,7.3,6.1,6.3,6.4,5.0,9.07,1
873,baixa,9.2,8.1,7.3,8.7,6.2,6.8,8.1,3.09,1
874,alta,2.2,6.8,6.6,5.8,7.4,5.0,8.2,0.5,0
875,média,6.6,6.4,9.7,2.9,7.9,6.9,5.4,1.69,0
876,média,9.9,8.4,7.7,4.5,7.3,6.6,5.2,4.24,0
877,alta,6.7,9.0,8.2,2.9,9.0,10.0,7.6,5.67,1
878,baixa,5.4,6.6,7.0,4.1,7.9,7.1,4.0,1.82,0
879,baixa,4.9,5.6,7.6,1.4,5.2,8.3,5.5,0.5,0
880,baixa,9.3,5.0,5.4,5.5,6.9,7.4,4.0,1.35,0
881,média,5.1,7.6,9.0,7.0,7.6,8.2,4.0,1.55,0
882,baixa,7.1,8.2,7.6,1.0,9.0,6.8,7.1,0.75,0
883,baixa,7.7,6.2,6.8,7.3,6.5,7.2,4.0,2.12,0
884,média,6.4,5.3,5.8,1.7,5.7,3.0,7.5,4.01,0
885,média,1.1,6.6,7.3,7.9,6.1,5.4,8.2,0.77,0
886,média,4.1,7.9,6.1,5.7,8.7,6.7,5.5,1.95,0
887,média,5.4,8.8,7.4,4.6,6.7,7.7,4.0,0.5,0
888,média,5.3,9.0,7.9,6.5,6.2,6.5,4.8,1.49,1
889,baixa,1.2,6.1,7.6,1.6,8.7,8.4,4.6,0.5,0
890,alta,6.6,6.1,7.6,3.0,6.7,5.0,5.6,5.02,0
891,média,2.0,5.2,7.1,1.8,8.0,6.3,7.9,0.5,0
892,média,3.5,6.6,6.1,6.8,9.0,7.4,7.8,4.8,1
893,média,8.8,9.0,8.5,7.2,9.0,3.7,4.5,6.31,0
894,baixa,5.4,5.4,7.5,1.6,6.7,6.7,5.2,1.51,0
895,média,1.3,7.4,6.2,5.6,8.0,4.4,5.4,0.5,0
896,baixa,5.5,6.6,7.8,4.0,5.9,7.1,4.8,2.04,1
897,baixa,5.7,8.5,8.1,3.8,7.9,6.7,6.7,0.98,0
898,baixa,7.5,7.9,7.9,5.7,8.8,4.6,6.1,1.43,0
899,baixa,5.4,8.0,8.4,7.4,6.5,6.4,4.6,2.03,0
900,baixa,9.7,9.0,8.1,8.5,9.0,7.6,6.5,1.48,1
901,baixa,4.2,7.9,8.2,1.0,5.9,5.9,6.3,1.39,0
902,média,3.3,7.8,7.0,5.7,6.6,5.6,9.0,3.03,0
903,média,3.9,4.6,7.3,6.1,8.5,6.4,5.2,3.73,0
904,baixa,9.6,4.1,8.3,2.9,7.9,9.2,5.8,1.73,1
905,alta,3.6,9.0,7.6,6.9,7.6,3.9,5.1,3.42,0
906,baixa,9.0,8.2,9.7,6.0,7.8,7.3,4.9,2.08,1
907,média,9.8,4.6,7.8,4.5,7.1,4.9,7.1,4.91,1
908,média,5.7,4.8,8.4,6.0,5.8,8.9,9.0,0.5,1
909,baixa,4.4,6.6,6.8,4.7,7.1,7.4,7.5,0.72,0
910,alta,2.1,3.4,7.5,4.7,7.7,6.2,4.7,1.42,0
911,média,5.1,9.0,7.7,6.9,7.2,5.4,9.0,1.15,0
912,baixa,7.7,6.3,8.4,2.8,7.5,9.7,5.1,1.78,0
913,baixa,1.4,6.2,8.7,6.6,7.4,8.5,8.3,0.92,1
914,baixa,9.2,4.3,6.6,1.0,5.8,6.5,5.2,2.68,0
915,alta,1.1,7.4,5.7,1.1,6.5,7.4,7.9,1.76,0
916,média,3.8,5.5,8.7,1.3,7.3,4.6,5.4,1.34,0
917,baixa,8.7,9.0,7.7,5.1,7.2,7.9,6.0,2.58,0
918,média,2.6,5.6,8.4,5.2,6.4,5.1,8.0,3.36,0
919,baixa,8.4,3.8,9.4,9.1,7.6,8.3,4.2,1.58,1
920,média,3.1,6.5,7.7,3.7,7.8,6.0,4.8,1.69,0
921,baixa,2.0,5.7,7.4,5.1,7.0,6.8,6.5,1.49,0
922,baixa,6.2,5.1,8.0,3.4,7.1,9.3,6.1,1.72,1
923,baixa,2.9,6.7,5.8,5.8,9.0,6.3,9.0,1.17,0
924,média,1.6,6.7,7.2,7.9,7.5,3.6,8.1,1.96,0
925,média,5.3,6.4,6.9,6.0,7.4,6.5,6.1,3.28,0
926,baixa,9.5,9.0,7.4,4.5,7.8,7.6,7.0,2.43,0
927,média,6.6,6.5,6.0,1.7,6.5,9.7,7.0,3.5,0
928,média,5.0,6.0,8.9,4.0,5.5,6.5,7.1,2.25,1
929,média,8.3,7.4,7.5,3.9,6.6,7.2,6.0,3.82,0
930,alta,3.5,7.6,7.6,2.7,7.1,3.3,6.0,3.42,0
931,baixa,7.5,6.9,7.3,2.8,6.7,6.6,6.7,1.26,0
932,média,9.7,8.3,4.9,4.9,7.7,6.4,6.4,5.23,1
933,baixa,9.4,9.0,7.2,5.0,7.3,6.6,7.2,1.69,0
934,média,2.2,4.8,6.2,4.3,7.5,6.1,6.9,0.91,0
935,baixa,8.4,7.2,7.3,6.1,6.7,8.3,4.0,1.93,1
936,baixa,6.6,7.2,6.6,8.1,7.9,6.6,8.1,1.82,0
937,baixa,1.2,7.5,6.7,2.6,6.3,9.4,7.6,1.17,0
938,alta,3.4,8.1,7.2,1.4,9.0,7.6,8.1,0.5,0
939,baixa,9.7,4.6,7.7,2.1,6.1,9.9,6.1,1.29,0
940,alta,5.6,4.6,8.7,2.3,6.4,8.3,7.8,0.55,0
941,média,6.1,9.0,8.6,3.4,7.9,7.2,8.2,3.31,0
942,alta,6.3,4.8,8.1,2.3,5.6,5.3,6.8,5.12,1
943,média,7.6,7.1,6.5,2.3,7.3,6.1,7.0,2.53,0
944,média,9.1,8.5,7.1,2.1,7.3,7.1,7.9,6.06,0
945,média,3.8,9.0,6.8,5.8,7.9,6.9,6.9,3.21,0
946,baixa,8.8,5.5,7.9,4.6,6.8,7.5,5.3,1.93,0
947,baixa,5.2,7.1,6.9,4.2,8.0,3.6,6.3,1.17,0
948,alta,7.8,6.9,6.7,5.4,6.8,8.1,6.3,7.78,0
949,média,6.1,6.7,8.8,4.4,6.0,9.0,7.1,3.41,1
950,baixa,7.3,6.8,7.1,3.6,7.1,3.9,5.4,2.71,0
951,alta,8.9,9.0,7.1,1.0,7.1,6.0,5.5,3.13,0
952,baixa,7.7,7.7,6.8,6.3,7.3,6.2,6.3,2.92,1
953,baixa,4.4,5.3,8.1,3.3,5.9,6.9,5.9,1.29,1
954,baixa,1.3,7.6,8.2,5.9,6.4,7.0,5.2,0.5,0
955,alta,2.8,6.6,7.3,4.1,7.0,4.4,6.6,6.11,1
956,baixa,6.5,3.5,8.4,6.5,9.0,7.4,5.8,0.5,0
957,baixa,2.1,5.8,8.5,4.4,5.4,5.0,8.5,0.85,1
958,média,8.6,6.2,7.5,4.3,8.8,8.8,5.1,4.27,0
959,média,9.2,5.6,8.6,6.0,6.7,9.2,8.1,3.37,0
960,média,7.0,7.1,8.2,6.0,7.9,6.3,4.0,1.73,0
961,alta,4.0,7.2,7.6,6.5,5.6,8.9,4.0,4.91,0
962,baixa,3.3,7.2,7.5,4.9,8.1,7.5,6.0,0.61,0
963,média,7.8,9.0,5.7,7.0,6.6,8.9,5.3,4.38,0
964,baixa,5.5,7.4,7.7,8.0,6.4,7.1,4.9,2.88,0
965,baixa,8.1,8.2,8.1,6.6,7.9,10.0,7.1,2.86,1
966,baixa,1.7,7.5,6.4,3.9,8.3,3.9,7.1,1.16,0
967,alta,5.4,6.6,9.6,5.0,7.9,6.2,7.0,3.64,0
968,baixa,9.1,6.3,8.1,4.5,8.2,6.0,6.5,1.97,0
969,média,1.7,8.5,7.3,6.5,7.0,6.7,6.6,4.85,0
970,baixa,7.1,7.5,7.1,7.4,6.5,6.9,8.6,2.51,0
971,média,9.3,7.3,7.3,8.9,7.5,3.2,9.0,8.32,1
972,média,3.8,7.7,9.7,1.7,7.4,10.0,7.0,1.87,0
973,alta,6.2,6.0,9.2,3.5,5.0,9.1,6.6,2.62,0
974,média,4.9,7.7,7.4,2.8,6.2,7.5,6.7,3.78,0
975,baixa,5.1,9.0,7.6,6.5,9.0,5.3,7.5,2.29,0
976,alta,3.4,4.7,6.4,5.0,7.7,7.2,7.4,5.56,1
977,média,6.8,7.3,7.3,6.8,7.9,5.0,7.1,6.22,1
978,alta,2.0,8.4,6.4,4.1,6.2,6.5,8.7,0.5,1
979,média,4.7,8.3,6.6,2.4,7.8,8.0,6.2,0.5,0
980,média,9.7,3.9,8.1,5.2,7.3,6.6,7.5,2.79,1
981,baixa,4.3,6.2,6.2,6.9,7.8,8.9,7.8,2.36,1
982,média,2.5,6.8,8.6,4.9,5.7,5.8,6.5,3.49,0
983,baixa,7.3,7.5,7.7,4.8,7.2,5.3,7.1,0.92,0
984,baixa,8.1,6.9,7.2,5.2,7.3,4.0,7.6,2.89,0
985,média,6.6,8.5,6.8,5.6,5.6,8.8,5.5,5.4,1
986,alta,2.3,7.8,8.1,5.8,5.8,9.2,6.7,0.5,1
987,baixa,9.4,8.5,6.4,4.8,7.9,7.5,4.0,0.94,1
988,média,8.4,3.8,8.5,4.9,6.2,7.3,7.4,2.79,1
989,média,6.9,6.9,7.8,1.6,8.9,6.0,6.4,4.22,0
990,alta,4.8,9.0,7.3,2.0,8.2,5.2,4.0,2.45,0
991,baixa,9.8,7.2,8.1,3.2,6.7,7.0,6.4,2.08,0
992,média,8.2,7.0,8.5,6.4,8.9,6.9,4.0,3.56,1
993,alta,3.6,4.9,8.2,1.0,8.0,6.5,4.0,2.29,0
994,baixa,6.7,4.1,9.2,4.0,5.0,8.0,7.3,0.84,0
995,alta,3.1,4.7,9.1,5.1,7.5,7.4,4.5,1.2,0
996,média,2.8,7.6,7.7,5.6,8.2,6.0,8.4,0.99,0
997,baixa,4.9,6.4,8.5,7.0,8.8,7.9,8.0,2.81,0
998,alta,4.4,8.7,6.1,4.1,7.2,6.7,4.3,7.89,0
999,alta,8.1,7.8,7.9,6.0,8.1,6.2,6.0,1.58,0
1000,baixa,9.3,6.3,8.0,1.9,5.8,5.3,6.3,1.27,0
1001,média,4.3,6.4,8.0,4.2,7.7,9.3,5.7,0.5,0
1002,média,1.9,8.1,8.5,2.7,5.4,4.3,5.2,2.17,0
1003,baixa,8.1,4.1,8.2,2.1,7.0,7.2,7.6,1.61,0
1004,alta,4.3,7.0,6.8,3.5,5.9,8.1,6.7,0.5,0
1005,baixa,7.1,5.1,10.0,2.8,7.2,7.3,7.6,0.51,0
1006,baixa,1.6,6.1,7.7,1.9,7.8,4.2,7.0,0.5,0
1007,alta,7.5,6.2,7.8,8.6,5.8,7.8,4.0,7.33,1
1008,baixa,2.8,5.3,9.4,5.9,6.2,8.2,5.2,0.81,0
1009,baixa,8.3,6.2,8.9,5.9,7.5,6.3,5.1,2.21,0
1010,alta,7.7,7.4,7.8,5.3,8.7,8.1,8.0,5.3,0
1011,baixa,5.4,7.0,6.8,4.6,6.4,7.6,6.1,2.28,0
1012,média,3.0,9.0,6.2,1.0,8.4,6.7,7.0,0.5,0
1013,baixa,2.5,5.1,6.1,3.7,6.8,7.2,8.7,0.5,0
1014,média,5.2,7.2,8.0,2.4,5.6,8.9,6.2,4.9,0
1015,baixa,5.0,5.6,7.5,3.1,6.0,4.3,9.0,1.34,0
1016,média,6.9,7.4,5.6,4.7,5.1,6.2,6.1,4.99,0
1017,alta,3.2,4.3,7.7,1.5,7.7,6.8,6.7,2.14,0
1018,alta,8.2,6.2,6.8,3.5,6.3,6.0,4.9,6.59,1
1019,média,9.5,7.3,6.3,5.6,8.6,5.2,4.0,4.6,1
1020,alta,5.1,8.3,7.4,7.3,7.3,5.6,8.4,4.97,0
1021,média,1.8,7.1,8.5,7.7,7.4,9.5,5.4,1.37,0
1022,média,7.5,6.1,5.3,3.3,5.8,6.9,4.2,4.75,0
1023,baixa,6.4,8.7,8.7,2.6,7.0,5.3,5.4,1.1,0
1024,média,7.5,8.2,7.9,6.8,6.4,6.9,6.3,6.05,1
1025,média,8.0,6.2,7.8,3.0,6.9,7.4,6.0,4.3,0
1026,baixa,5.9,6.6,9.4,7.4,5.9,5.4,9.0,2.53,1
1027,baixa,1.3,7.7,6.5,5.1,5.8,7.8,4.0,0.5,0
1028,baixa,8.6,6.9,6.9,8.9,7.2,7.5,7.0,1.87,0
1029,média,6.6,4.6,7.3,6.9,6.6,4.4,7.0,4.64,0
1030,alta,1.6,4.4,7.1,3.3,7.4,7.4,6.5,2.1,1
1031,baixa,4.8,5.3,7.0,5.1,8.3,5.6,7.9,2.01,0
1032,média,1.4,9.0,9.0,4.1,6.0,6.6,7.2,2.57,1
1033,alta,3.0,3.1,8.4,4.2,7.2,6.3,9.0,0.5,0
1034,alta,3.4,8.3,6.2,6.3,9.0,8.1,6.9,4.88,0
1035,média,7.8,6.4,7.5,5.4,7.1,6.9,7.8,4.02,0
1036,média,6.4,6.9,7.5,4.2,6.9,8.8,9.0,3.07,0
1037,média,1.6,6.9,7.7,4.5,7.0,10.0,6.0,2.71,0
1038,baixa,3.8,8.3,7.0,1.9,7.3,7.7,6.7,1.57,0
1039,média,7.9,4.5,7.6,5.2,7.6,4.6,4.7,8.83,0
1040,baixa,9.4,8.5,8.1,8.4,6.9,5.6,6.7,2.55,1
1041,baixa,6.8,7.3,7.4,2.5,7.3,8.2,7.2,0.5,0
1042,baixa,6.1,6.6,6.6,4.7,7.2,7.8,5.8,2.77,0
1043,alta,3.2,3.9,8.2,3.5,7.6,8.2,5.2,3.29,0
1044,alta,1.9,6.1,7.2,4.7,7.8,6.1,7.9,1.98,0
1045,baixa,5.7,7.7,9.0,5.4,5.8,10.0,4.0,2.91,0
1046,baixa,6.1,4.4,7.7,2.3,6.9,9.2,6.2,0.89,0
1047,alta,9.1,4.8,6.4,8.6,8.6,6.4,5.0,10.73,1
1048,média,7.5,5.8,6.8,2.9,8.4,4.6,5.8,3.72,0
1049,média,1.4,7.3,7.4,5.3,8.4,6.4,7.8,2.03,0
1050,baixa,8.6,6.4,8.6,6.4,9.0,8.4,4.0,2.17,0
1051,média,4.8,6.8,7.2,3.1,8.5,6.9,6.1,1.37,0
1052,média,3.6,8.0,7.9,2.7,8.5,9.1,6.7,1.39,0
1053,média,5.7,7.6,7.9,5.2,6.8,6.1,8.9,4.0,0
1054,baixa,4.3,5.9,7.4,4.3,7.0,6.6,6.9,1.51,0
1055,baixa,7.9,9.0,8.0,4.0,7.4,7.7,5.1,3.1,1
1056,média,7.9,7.9,7.5,7.4,7.1,5.6,7.6,5.0,0
1057,média,7.4,5.5,6.0,4.5,8.5,8.9,7.3,3.98,0
1058,baixa,7.5,7.4,7.3,6.9,7.1,4.4,7.9,1.62,1
1059,alta,4.3,9.0,8.2,8.7,6.6,6.3,8.8,6.05,1
1060,média,2.2,7.6,8.6,3.7,7.0,7.0,6.5,1.59,0
